gen best mean std
0 50.721987 -3.898038 9.125188
1 60.536129 5.358851 20.147522
2 66.82145 38.584362 23.83291
3 66.82145 44.627948 17.974448
4 67.006673 46.044946 17.401711
5 67.006673 43.875904 19.981178
6 67.006673 49.643608 10.117914
7 67.006673 45.949588 16.035342
8 67.006673 44.090448 18.86321
9 67.006673 48.238683 12.337939
10 67.006673 49.733217 11.984753
11 67.006673 52.003477 4.376442
12 67.006673 51.886226 4.403131
13 67.032454 51.997272 6.376378
14 67.032454 50.467293 8.298502
15 67.032454 51.796077 3.993142
