gen best mean std
0 23.723806 -3.810248 6.268121
1 44.590087 10.516819 10.817195
2 44.590087 15.696959 7.753085
3 44.590087 16.348819 7.120978
4 44.590087 15.585956 7.113583
5 44.590087 16.918777 10.527391
6 44.590087 15.846712 10.315279
7 44.590087 17.877545 8.163695
8 44.590087 20.552258 6.858757
9 44.590087 23.165637 8.132259
10 51.448012 26.052618 9.172021
11 51.448012 26.9298 7.598108
12 51.448012 26.972806 9.486201
13 51.448012 28.88157 9.263344
14 51.450723 35.635865 11.490696
15 67.678365 39.570597 12.405455
