gen best mean std
0 13.738722 -5.204719 3.55854
1 63.198227 5.952778 14.507709
2 63.242455 17.374506 18.879216
3 63.275916 23.758294 22.210678
4 63.275916 38.132871 23.433055
5 63.275916 39.547183 21.827743
6 63.275916 47.422763 13.78334
7 63.275916 45.603282 14.870891
8 63.275916 49.42469 10.706384
9 67.233692 47.135869 13.710879
10 67.233692 51.371783 7.557784
11 67.233692 51.999943 5.621534
12 67.233692 50.906149 7.296757
13 67.233692 51.132479 8.290885
14 67.233692 51.813591 4.916794
15 67.233692 49.876314 10.517832
