gen best mean std
0 16.729804 -4.810987 4.747515
1 16.729804 -2.519844 5.466607
2 22.409188 0.902951 7.111653
3 27.911101 4.025764 8.915266
4 27.911101 2.909317 8.569424
5 27.911101 2.482223 7.966734
6 31.116588 6.063397 8.150084
7 36.789783 7.031823 8.657523
8 36.789783 7.719902 8.585039
9 47.416559 9.268104 11.146963
10 47.416559 8.763224 11.524425
11 51.022375 13.16651 14.408252
12 51.070013 16.041418 16.324487
13 51.17857 26.533794 19.722022
14 51.17857 34.947358 15.545438
15 51.224793 42.920597 10.677497
