gen best mean std
0 23.866692 -2.991696 6.728324
1 41.612266 9.572497 14.571613
2 41.612266 19.177042 10.936177
3 41.612266 19.182611 8.706204
4 51.302727 17.800318 11.201945
5 53.827622 23.782221 10.062204
6 53.827622 22.727557 11.562316
7 57.753655 23.886168 10.346797
8 57.753655 23.95472 9.566037
9 60.78042 22.584971 10.909306
10 60.78042 25.871098 10.452406
11 60.786267 28.434559 11.385876
12 60.786267 27.48688 11.070221
13 60.786267 28.412943 9.801331
14 60.786267 29.839017 12.734925
15 60.786267 32.250475 13.155549
