gen best mean std
0 70.0368 1.569335 21.441705
1 77.220713 36.862046 30.570346
2 77.220713 62.473513 13.447505
3 70.267962 66.769309 8.886912
4 77.743685 64.593782 14.039979
5 70.061332 65.346735 9.875074
6 77.369448 67.041676 4.500168
7 70.650039 67.822242 3.48162
8 77.268595 67.173255 11.011426
9 77.564736 60.996319 22.447346
10 70.41098 66.7528 8.452378
