gen best mean std
0 63.642773 1.082492 17.06726
1 77.883784 47.79773 26.153453
2 70.273288 54.089617 19.286295
3 70.554533 53.502161 21.562726
4 70.199804 64.340912 3.728117
5 70.394423 65.838417 5.636942
6 70.300927 57.457564 20.107295
7 77.515451 60.245244 17.562281
8 86.230346 57.818452 20.934913
9 70.745896 56.744501 21.098104
10 70.413348 63.093761 10.504324
