gen best mean std
0 70.281342 5.034042 19.675958
1 70.467577 42.902478 29.037322
2 70.816158 53.767461 23.574782
3 70.558833 57.504661 23.285111
4 78.212964 58.99315 19.124847
5 77.28225 59.834973 21.090233
6 77.836192 59.242511 22.158834
7 70.768345 59.83542 20.267715
8 77.174723 64.33939 13.572932
9 84.868702 62.740386 15.439845
10 84.868702 67.310949 10.075024
