gen best mean std
0 31.907441 -2.025888 8.93439
1 57.787474 12.935948 12.618543
2 57.787474 14.55218 14.300387
3 57.787474 20.596531 9.793332
4 57.787474 22.701537 9.941263
5 57.787474 20.736058 10.681589
6 57.787474 20.648746 10.656318
7 57.787474 23.926661 11.138151
8 57.787474 25.668072 10.976692
9 57.787474 23.911432 12.327858
10 60.790864 23.518108 10.879368
11 60.790864 25.23672 12.229623
12 60.790864 26.038606 12.965174
13 60.790864 23.770886 11.866267
14 60.790864 27.773068 10.923251
15 60.790864 27.488203 9.770699
