gen best mean std
0 23.959205 -3.201573 7.475108
1 28.732872 16.316654 9.674376
2 36.141047 21.277675 6.53283
3 46.801034 23.814307 8.279476
4 51.243837 24.610279 8.82504
5 51.243837 23.725722 9.637047
6 51.243837 22.74611 8.443484
7 51.243837 24.123734 4.825701
8 51.243837 24.227796 5.664783
9 51.243837 24.993355 4.31275
10 51.243837 25.534025 7.096391
11 51.243837 24.489177 7.566831
12 51.243837 26.157069 9.619077
13 51.243837 24.932302 6.027028
14 51.243837 25.263294 7.148199
15 51.243837 27.944935 7.139383
