gen best mean std
0 18.691015 -2.994686 5.728143
1 35.376881 8.144944 10.612603
2 36.008 16.264301 10.268214
3 39.830908 16.582801 13.870953
4 51.355107 19.953898 13.536538
5 51.355107 21.297613 11.128418
6 57.733453 24.116383 13.430587
7 57.733453 21.894597 10.873383
8 57.733453 22.935188 11.701482
9 60.722335 24.209063 10.796121
10 60.722335 26.045965 9.517745
11 73.43173 26.616995 10.667722
12 73.43173 33.124863 14.497183
13 73.43173 31.796282 12.677007
14 73.43173 32.689951 14.230444
15 73.43173 32.236358 14.667722
