gen best mean std
0 7.333151 -5.079893 3.137978
1 28.430909 0.202612 7.616885
2 28.430909 3.000791 8.033211
3 31.944103 4.653913 9.23155
4 31.944103 6.30643 8.008892
5 31.944103 7.060268 7.966973
6 37.237912 6.98651 9.564769
7 37.237912 9.305264 9.181008
8 51.116181 10.890499 11.885037
9 51.116181 13.391358 12.0773
10 51.116181 15.332985 11.536798
11 51.116181 19.269796 12.885044
12 51.118689 26.379377 12.874082
13 51.153241 27.082774 14.717756
14 51.153241 22.779331 13.103004
15 51.153241 27.528686 13.475869
