gen best mean std
0 48.756296 -2.000396 9.57053
1 48.772607 15.839647 14.594796
2 51.45332 16.458446 15.663952
3 51.45332 21.254941 10.373017
4 51.45332 23.74786 9.112806
5 57.595737 24.173041 11.001546
6 57.595737 24.786883 7.667053
7 57.595737 24.343779 9.02484
8 57.595737 23.125111 8.704895
9 57.595737 26.047028 8.044058
10 57.595737 24.607616 6.189583
11 57.595737 23.23638 7.749363
12 57.595737 26.515554 10.089839
13 57.595737 25.029983 7.606891
14 57.595737 24.976547 6.547501
15 67.408317 26.996573 10.910303
