gen best mean std
0 26.840639 -4.401544 6.102693
1 27.142629 0.15542 10.22449
2 27.295125 6.244503 10.079543
3 52.538718 8.097547 11.298242
4 71.740413 8.837883 12.79249
5 71.740413 12.034628 12.422668
6 71.926125 15.13739 18.12572
7 71.926125 18.689799 18.022337
8 71.926125 15.420408 16.066618
9 71.926125 19.482296 14.396129
10 71.926125 23.903684 15.667732
11 77.375793 23.471098 15.997702
12 77.375793 24.706864 14.711212
13 77.375793 27.907362 15.828767
14 77.375793 29.077028 15.815656
15 77.375793 32.731385 13.469797
