gen best mean std
0 14.296473 -4.744085 4.177769
1 34.13356 1.834675 8.930892
2 40.733759 6.647679 12.103193
3 40.733759 5.978648 11.080524
4 40.733759 6.541301 10.154806
5 41.522422 9.111787 12.171109
6 52.99455 16.881138 12.433712
7 52.99455 10.983871 14.044793
8 52.99455 17.130318 13.191258
9 52.99455 18.781168 11.694497
10 58.917376 20.197473 13.098916
11 58.917376 24.142913 10.960958
12 58.917376 22.511807 14.275089
13 58.917376 21.152167 12.55873
14 58.917376 22.451553 12.224896
15 58.917376 20.801299 14.291824
