gen best mean std
0 16.7478 -4.033576 5.187825
1 31.250735 -0.555492 8.253541
2 31.524456 6.576297 8.8152
3 31.524456 5.867562 8.151074
4 31.524456 6.414504 7.361345
5 34.84664 9.553848 9.384949
6 34.84664 8.951469 7.080504
7 34.84664 9.725089 6.836784
8 34.898221 10.948578 7.265556
9 42.818305 9.655929 8.278917
10 42.818305 9.835143 7.111782
11 42.818305 13.357985 8.884419
12 42.818305 10.34747 8.159329
13 42.818305 12.809733 9.928247
14 42.818305 13.263027 8.474998
15 44.528851 16.303362 11.66911
