gen best mean std
0 28.234892 -4.544568 6.230252
1 30.149311 -1.163207 8.726902
2 30.16244 4.973175 11.668343
3 40.794625 6.524059 10.185275
4 50.388817 5.53142 11.304904
5 50.496676 4.895943 12.147404
6 50.496676 7.995898 10.900254
7 50.496676 7.850648 9.393885
8 50.496676 7.370712 9.494568
9 50.496676 8.089908 10.189383
10 50.496676 10.678276 10.457168
11 50.496676 10.272824 8.005755
12 50.496676 9.155334 12.116689
13 50.496676 9.961776 8.600563
14 50.496676 7.643107 9.818232
15 50.496676 10.462233 8.320016
