gen best mean std
0 41.78105 -0.328313 11.002038
1 53.77521 14.866284 13.550754
2 53.77521 16.656777 12.047594
3 53.77521 18.151459 12.081421
4 53.77521 18.213408 9.670387
5 53.77521 18.216792 9.985492
6 53.77521 21.334198 9.710191
7 53.77521 18.726199 10.719137
8 53.77521 21.333711 9.061274
9 53.77521 21.544245 8.633882
10 53.77521 20.432184 9.878189
11 53.77521 21.557185 9.231933
12 53.77521 22.944909 6.722028
13 53.77521 23.175828 6.857212
14 53.77521 23.236536 6.944071
15 53.77521 24.605465 5.285764
