gen best mean std
0 23.854736 -4.47257 5.457846
1 23.977802 4.355878 11.221074
2 28.632081 12.363275 11.908571
3 55.59936 15.223258 11.619646
4 55.59936 20.073476 10.93218
5 55.59936 20.404538 10.991514
6 55.59936 20.033163 11.970457
7 55.59936 22.594615 10.519045
8 55.59936 24.116092 9.645555
9 55.59936 26.891309 10.279356
10 55.59936 29.837695 10.194498
11 58.800981 27.620795 12.430816
12 58.800981 31.834927 10.067485
13 58.800981 28.857559 10.61994
14 58.800981 34.219449 10.211976
15 58.800981 34.570828 8.442114
