gen best mean std
0 12.237488 -3.853764 6.216426
1 14.582771 4.226422 5.353975
2 28.86157 10.459664 5.598173
3 39.330914 19.734618 10.403127
4 47.183434 29.379617 7.438197
5 47.183434 30.247157 7.595613
6 56.665861 35.61646 10.809201
7 62.670928 42.031387 8.165274
8 62.670928 43.23395 9.44431
9 62.670928 39.190408 8.939958
10 62.670928 44.909616 8.889664
