gen best mean std
0 8.804122 -4.919361 4.852086
1 16.858767 3.416831 5.444693
2 17.56706 8.935448 3.922244
3 21.957674 11.293618 4.492426
4 35.155806 15.148184 8.994842
5 35.155806 15.621871 7.899781
6 35.155806 12.371654 8.027746
7 35.155806 13.439399 6.417666
8 35.155806 12.901023 7.097499
9 35.155806 14.107997 5.734511
10 35.155806 14.572635 6.640881
