gen best mean std
0 6.847853 -4.494102 4.312816
1 23.161923 5.335758 5.587239
2 32.127459 12.622326 7.86937
3 37.485442 16.197839 8.953914
4 37.485442 15.715681 9.596527
5 37.485442 18.542854 8.907897
6 37.485442 13.49887 8.548586
7 37.485442 8.806133 7.383057
8 37.485442 13.454185 10.10483
9 37.485442 12.050693 6.835929
10 37.485442 11.750118 9.203386
