gen best mean std
0 37.166075 -0.547313 12.700146
1 37.166075 5.468599 7.310535
2 37.166075 4.939238 7.591711
3 37.166075 5.093997 7.57906
4 37.166075 6.745651 7.969072
5 37.166075 8.390026 6.938671
6 37.166075 11.086978 8.886767
7 37.166075 8.050901 6.885533
8 37.166075 8.129926 6.965161
9 37.166075 8.115948 7.114681
10 37.166075 9.785511 8.982382
