gen best mean std
0 15.288995 -2.056417 7.693606
1 15.288995 5.345593 4.176285
2 15.288995 6.612112 2.664475
3 15.288995 8.642999 2.908804
4 17.859345 7.742611 4.468995
5 29.250797 10.29536 6.672957
6 29.250797 9.672559 6.372274
7 29.250797 9.945726 5.544672
8 29.250797 6.248653 6.274385
9 29.250797 3.988203 5.888601
10 29.250797 6.010568 5.791036
