gen best mean std
0 12.467507 -2.695373 6.9224
1 15.434129 8.094656 3.361387
2 15.434129 9.348683 2.752157
3 28.4235 13.130186 6.61576
4 37.682873 17.875736 8.489361
5 41.388015 24.282655 7.825477
6 51.0858 32.079449 7.74366
7 51.0858 35.4256 8.078121
8 51.138141 40.658867 8.059712
9 51.138141 40.017684 8.731297
10 51.155071 43.864112 6.247256
