gen best mean std
0 18.004079 -3.585063 6.11691
1 18.004079 2.340989 3.682831
2 18.004079 2.20803 3.656666
3 18.004079 5.022028 4.319782
4 18.004079 7.656054 3.786988
5 18.083215 9.13125 3.804351
6 18.083215 8.835035 4.494345
7 18.083215 6.583838 3.575381
8 18.083215 4.662315 4.590177
9 20.857451 4.890512 5.069367
10 20.857451 5.299569 4.082816
