gen best mean std
0 31.775181 -2.568468 9.191705
1 31.775181 5.314426 6.507345
2 31.775181 6.718701 6.193695
3 31.775181 8.064157 5.918392
4 31.775181 10.121839 8.186697
5 31.775181 9.912389 6.007384
6 31.775181 9.227268 6.292295
7 31.775181 7.629591 6.084422
8 31.775181 7.954974 6.146056
9 31.775181 10.164063 6.755301
10 31.775181 7.517621 6.015644
