gen best mean std
0 6.956383 -4.108215 3.891476
1 37.270563 7.309056 8.082792
2 37.270563 12.132864 6.903361
3 37.270563 16.472206 7.93689
4 44.636814 28.25443 6.961176
5 55.639326 37.006538 7.327286
6 57.194686 40.318539 8.631831
7 57.194686 38.670421 10.314002
8 57.194686 41.327635 6.470025
9 57.194686 39.127156 10.264982
10 61.642948 45.505199 7.702128
