gen best mean std
0 26.951837 -5.127581 7.638086
1 26.951837 0.184312 7.383655
2 26.951837 4.398895 6.88023
3 44.165299 17.229311 9.354632
4 44.165299 16.059851 11.099081
5 54.406929 16.152003 13.348292
6 54.406929 20.941762 10.81896
7 54.406929 25.794058 11.924818
8 54.406929 29.616209 9.408162
9 54.406929 28.078099 11.885966
10 54.406929 34.759631 8.632635
