gen best mean std
0 2.356908 -5.325708 2.17577
1 14.637352 4.350982 4.691424
2 20.837288 7.08209 5.169566
3 20.837288 6.75292 3.88244
4 20.837288 5.143296 3.913232
5 20.837288 3.811083 4.184994
6 23.21521 6.943431 5.619464
7 23.21521 6.399345 5.465842
8 23.21521 4.722301 4.817404
9 23.21521 4.605992 5.051952
10 23.21521 3.843676 4.552014
