gen best mean std
0 7.677717 -5.037108 3.081948
1 18.811464 5.981072 5.526933
2 18.811464 10.152511 4.206385
3 18.811464 11.276534 3.636855
4 31.865529 17.139628 4.855817
5 35.358907 20.737749 6.486252
6 35.366024 23.482551 4.963081
7 35.398537 26.981937 4.867106
8 35.398537 28.29771 5.169515
9 35.513165 31.210312 4.83665
10 35.513165 31.372826 4.698738
