gen best mean std
0 -4.383474 -5.897922 0.695504
1 10.818245 -3.397145 4.160081
2 23.30835 6.858955 7.253837
3 26.528026 12.828988 6.431195
4 26.528026 13.985618 6.123182
5 35.155722 17.456925 7.0478
6 35.155722 17.968164 7.333911
7 35.33575 18.902781 8.044617
8 40.485205 18.716919 8.434998
9 40.485205 21.157395 8.335124
10 40.393124 25.286908 8.45356
