gen best mean std
0 4.648391 -6.51322 3.083204
1 12.662628 -0.184745 5.428654
2 21.767637 10.735439 4.631057
3 30.34441 20.470542 4.217075
4 30.34441 23.846165 2.675289
5 30.323629 27.573076 0.725243
6 31.388074 28.728119 1.316157
7 31.405548 30.820913 0.526245
8 31.405548 30.649565 0.483665
9 31.402915 30.8603 0.524845
10 31.400943 30.823702 0.522535
