gen best mean std
0 15.263412 -4.762136 5.154352gen best mean std
0 13.919514 -3.921765 5.297233
1 21.012789 6.680947 6.525265
2 29.018002 15.324609 5.632605
3 29.018002 17.289492 4.423549
4 33.376714 17.888792 6.227809
5 35.834142 16.226573 9.433515
6 35.844669 23.096772 7.339238
7 37.090179 28.94646 3.945192
8 37.090179 31.094643 2.063295
9 37.083175 30.378051 2.983722
10 37.083175 31.027807 2.538176
