gen best mean std
0 19.944638 -4.185801 5.690768
1 21.5914 5.563874 6.943089
2 22.15452 10.799074 5.470399
3 35.18823 23.54621 4.102067
4 35.316169 27.870457 4.862931
5 35.343215 30.810654 3.436735
6 35.414138 32.05401 2.55917
7 35.414138 34.128481 1.301181
8 35.381275 34.575532 1.207039
9 37.776195 35.433234 0.435854
10 37.893037 37.589633 0.155217
