gen best mean std
0 22.868486 -5.157036 6.037276
1 17.00782 2.690504 6.909328
2 26.812644 11.747219 5.250973
3 27.008772 11.903588 5.936732
4 41.499187 19.667685 8.094186
5 41.499187 24.062727 6.42823
6 44.431553 29.544661 5.268863
7 57.031178 41.389363 4.42413
8 57.031178 39.842134 7.469083
9 57.178569 43.234388 6.281459
10 57.178569 43.247005 8.738988
