gen best mean std
0 7.618681 -3.779646 4.971534
1 21.460094 7.989424 4.561617
2 21.460094 9.440418 4.022431
3 23.226739 15.785776 5.518122
4 35.484614 18.695722 6.247272
5 36.321461 23.004616 3.800946
6 36.321461 22.240778 7.556917
7 46.68258 23.130154 7.380943
8 46.69165 31.63671 7.750966
9 46.726513 35.215225 8.400318
10 53.524226 44.355817 2.946877
