gen best mean std
0 7.406281 -5.406611 2.715742
1 11.925972 4.934747 4.91526
2 17.763523 8.359215 2.195677
3 17.77882 13.656821 3.710043
4 17.807051 17.656763 0.306754
5 24.971221 18.183367 1.581668
6 31.315946 28.910728 2.093261
7 42.627653 32.430586 2.573162
8 42.723738 38.270342 4.700879
9 47.305256 45.840886 2.077735
10 47.343379 47.305247 0.022635
