gen best mean std
0 30.767111 -3.397016 7.927695
1 30.767111 1.283332 8.395122
2 30.768807 12.870335 7.366466
3 31.841173 27.776574 5.12662
4 37.496195 31.079448 1.233471
5 37.496195 37.364992 0.084603
6 37.527627 37.446303 0.039222
7 37.566891 37.455329 0.049121
8 41.380603 37.588935 0.706106
9 50.915035 41.642953 1.737975
10 51.152188 50.976791 0.066357
