gen best mean std
0 12.2384 -4.131044 5.244357
1 31.172108 6.825499 6.233265
2 33.17729 11.264134 6.70432
3 33.17729 17.297404 9.501868
4 47.035384 28.573945 6.347951
5 47.035384 33.242791 4.896056
6 46.483799 35.048435 2.847051
7 49.655531 36.424228 5.181564
8 51.131604 45.418011 5.276091
9 55.496215 48.833005 1.686356
10 55.679345 49.055822 2.084727
