gen best mean std
0 25.617526 -2.486485 7.248319
1 30.456936 7.133899 8.695047
2 36.907855 17.431479 10.295769
3 41.875669 29.314092 5.191767
4 41.875669 37.884259 1.987233
5 41.875669 39.118331 2.420837
6 41.875669 41.832181 0.038904
7 41.875669 41.863292 0.008594
8 41.875669 41.863857 0.008209
9 41.875669 41.861952 0.012227
10 41.875669 41.862225 0.010371
