gen best mean std
0 12.535599 -3.521965 5.645221
1 23.750583 4.356428 7.246242
2 32.173879 11.429178 6.43765
3 37.369959 18.624829 10.600903
4 71.622623 31.712578 9.985427
5 71.622623 36.648874 9.862794
6 71.615655 43.836719 12.0532
7 71.623057 55.818363 16.282752
8 71.623057 70.859076 0.437918
9 71.627058 70.969543 0.479768
10 71.628472 71.19376 0.461048
