gen best mean std
0 2.531282 -4.879181 2.696909
1 67.050171 10.235459 20.845635
2 67.050171 36.279193 25.102285
3 67.050171 39.691948 20.303834
4 67.050171 46.120736 18.374623
5 67.050171 47.180969 16.009293
6 67.050171 51.010605 8.620775
7 67.050171 52.769835 3.469748
8 67.050171 50.838304 8.928522
9 67.050171 50.936881 6.637807
10 67.050171 52.723526 2.660509
