gen best mean std
0 22.230579 -2.572382 6.774785
1 52.284492 8.220357 14.014012
2 67.29332 21.155714 22.001383
3 67.29332 38.97212 21.780756
4 67.29332 44.807912 16.425197
5 67.29332 41.545794 22.35537
6 67.29332 47.226998 11.799137
7 67.29332 46.45042 12.699264
8 67.306787 51.246627 8.770421
9 67.306787 47.426377 13.986988
10 67.306787 48.045633 12.509211
