gen best mean std
0 21.267843 -4.419658 6.059722
1 21.267843 3.01086 6.380121
2 21.267843 8.805067 5.250138
3 23.944233 8.596958 6.601612
4 25.585863 10.232615 5.469003
5 25.585863 7.656873 5.724384
6 25.585863 6.635381 5.122783
7 25.585863 5.504994 6.014233
8 29.61448 7.228035 6.940909
9 29.61448 5.303991 6.288726
10 29.61448 6.513828 6.534078
