gen best mean std
0 7.391589 -4.801866 3.717709
1 24.199118 7.782215 5.723727
2 24.199118 11.10211 5.163399
3 27.030869 15.453586 7.18118
4 30.486528 20.150851 4.921229
5 32.725687 23.922409 4.284717
6 32.725687 19.30245 5.066614
7 33.710847 21.872657 6.750033
8 34.014601 20.696055 6.863095
9 34.014601 21.289075 5.701745
10 34.014601 24.875992 3.975909
