gen best mean std
0 42.967156 -0.910164 11.175434
1 42.967156 11.020465 8.349235
2 42.967156 16.037899 10.483588
3 42.967156 16.221076 11.714471
4 42.967156 23.104394 8.662518
5 42.967156 24.370688 7.317816
6 42.967156 25.710957 6.182057
7 42.967156 23.747472 8.10988
8 42.967156 25.574388 7.282739
9 44.4698 30.349667 7.882057
10 44.4698 32.351991 5.08093
